cohort,concept,source_type,variable_or_line,label_or_snippet,source_file,evidence_status
CHARLS,weight,stata_label,r3mweight,r3mweight:w3 r measured weight in kilograms,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s1mweight,s1mweight:w1 s measured weight in kilograms,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s2mweight,s2mweight:w2 s measured weight in kilograms,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s3mweight,s3mweight:w3 s measured weight in kilograms,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r1wtcomp,r1wtcomp:w1 r willing and able to complete weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r2wtcomp,r2wtcomp:w2 r willing and able to complete weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r3wtcomp,r3wtcomp:w3 r willing and able to complete weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s1wtcomp,s1wtcomp:w1 s willing and able to complete weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s2wtcomp,s2wtcomp:w2 s willing and able to complete weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s3wtcomp,s3wtcomp:w3 s willing and able to complete weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r1wtcompl,r1wtcompl:w1 r compliance weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r2wtcompl,r2wtcompl:w2 r compliance weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r3wtcompl,r3wtcompl:w3 r compliance weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s1wtcompl,s1wtcompl:w1 s compliance weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s2wtcompl,s2wtcompl:w2 s compliance weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s3wtcompl,s3wtcompl:w3 s compliance weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r1wtflr_c,r1wtflr_c:w1 r floor surface weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r2wtflr_c,r2wtflr_c:w2 r floor surface weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r3wtflr_c,r3wtflr_c:w3 r floor surface weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s1wtflr_c,s1wtflr_c:w1 s floor surface weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s2wtflr_c,s2wtflr_c:w2 s floor surface weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s3wtflr_c,s3wtflr_c:w3 s floor surface weight measurement,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r1shoew,r1shoew:w1 r wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r2shoew,r2shoew:w2 r wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r3shoew,r3shoew:w3 r wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s1shoew,s1shoew:w1 s wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s2shoew,s2shoew:w2 s wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s3shoew,s3shoew:w3 s wearing shoes (weight),/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r1wghtsft,r1wghtsft:w1 r didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r2wghtsft,r2wghtsft:w2 r didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r3wghtsft,r3wghtsft:w3 r didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s1wghtsft,s1wghtsft:w1 s didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s2wghtsft,s2wghtsft:w2 s didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s3wghtsft,s3wghtsft:w3 s didn't complete weight: unsafe/health reason,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r1wghtref,r1wghtref:w1 r didn't complete weight: refused,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r2wghtref,r2wghtref:w2 r didn't complete weight: refused,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r3wghtref,r3wghtref:w3 r didn't complete weight: refused,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s1wghtref,s1wghtref:w1 s didn't complete weight: refused,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s2wghtref,s2wghtref:w2 s didn't complete weight: refused,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s3wghtref,s3wghtref:w3 s didn't complete weight: refused,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r1wghttryu,r1wghttryu:w1 r didn't complete weight: tried but unable,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r2wghttryu,r2wghttryu:w2 r didn't complete weight: tried but unable,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r3wghttryu,r3wghttryu:w3 r didn't complete weight: tried but unable,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s1wghttryu,s1wghttryu:w1 s didn't complete weight: tried but unable,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s2wghttryu,s2wghttryu:w2 s didn't complete weight: tried but unable,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s3wghttryu,s3wghttryu:w3 s didn't complete weight: tried but unable,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r1wghtequp,r1wghttryu:w1 r didn't complete weight: faulty equipment/space issue,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r2wghtequp,r2wghttryu:w2 r didn't complete weight: faulty equipment/space issue,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r3wghtequp,r3wghttryu:w3 r didn't complete weight: faulty equipment/space issue,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s1wghtequp,s1wghtequp:w1 s didn't complete weight: faulty equipment/space issue,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s2wghtequp,s2wghtequp:w2 s didn't complete weight: faulty equipment/space issue,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s3wghtequp,s3wghtequp:w3 s didn't complete weight: faulty equipment/space issue,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r1wghtothr,r1wghtothr:w1 r didn't complete weight: other reason,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r2wghtothr,r2wghtothr:w2 r didn't complete weight: other reason,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,r3wghtothr,r3wghtothr:w3 r didn't complete weight: other reason,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s1wghtothr,s1wghtothr:w1 s didn't complete weight: other reason,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s2wghtothr,s2wghtothr:w2 s didn't complete weight: other reason,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
CHARLS,weight,stata_label,s3wghtothr,s3wghtothr:w3 s didn't complete weight: other reason,/mnt/e/Database/七大老年健康数据库数据/1. CHARLS  中国/CHARLS_中国/Raw_data/Harmonized_CHARLS_D/H_CHARLS_D_Data.dta,metadata mention; manual mapping required
ELSA,strata,stata_label,r1strat,r1strat:w1 hse stratification variable,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/Harmonized ELSA/h_elsa_g3.dta,metadata mention; manual mapping required
ELSA,strata,stata_label,r2strat,r2strat:w2 hse stratification variable,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/Harmonized ELSA/h_elsa_g3.dta,metadata mention; manual mapping required
ELSA,strata,stata_label,r3strat,r3strat:w3 hse stratification variable,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/Harmonized ELSA/h_elsa_g3.dta,metadata mention; manual mapping required
ELSA,strata,stata_label,r4strat,r4strat:w4 hse stratification variable,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/Harmonized ELSA/h_elsa_g3.dta,metadata mention; manual mapping required
ELSA,strata,stata_label,r5strat,r5strat:w5 hse stratification variable,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/Harmonized ELSA/h_elsa_g3.dta,metadata mention; manual mapping required
ELSA,strata,stata_label,r6strat,r6strat:w6 hse stratification variable,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/Harmonized ELSA/h_elsa_g3.dta,metadata mention; manual mapping required
ELSA,strata,stata_label,r7strat,r7strat:w7 hse stratification variable,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/Harmonized ELSA/h_elsa_g3.dta,metadata mention; manual mapping required
ELSA,strata,stata_label,r8strat,r8strat:w8 hse stratification variable,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/Harmonized ELSA/h_elsa_g3.dta,metadata mention; manual mapping required
ELSA,strata,stata_label,r9strat,r9strat:w9 hse stratification variable,/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/Harmonized ELSA/h_elsa_g3.dta,metadata mention; manual mapping required
ELSA,weight,stata_label,r1cwtresp,"r1cwtresp:w1 r person-level cross-sectional weight, core sample",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/Harmonized ELSA/h_elsa_g3.dta,metadata mention; manual mapping required
ELSA,weight,stata_label,r2cwtresp,"r2cwtresp:w2 r person-level cross-sectional weight, core sample",/mnt/e/Database/七大老年健康数据库数据/2. ELSA 英国/Raw_data/Harmonized ELSA/h_elsa_g3.dta,metadata mention; manual mapping required
