source_path,source_layer,wave_hint,file_type,variable,variable_label,candidate_category,qualifies_for_strict_functional,nonmissing,sample_values,has_mergeid,strict_wave1_evidence
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:12950,dofile,,do,,*Wave 2 respondent ADL Summary 0-6,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:12956,dofile,,do,,*wave 2 spouse ADL Summary 0-6,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:12961,dofile,,do,,*ADL total binary indicator,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:12976,dofile,,do,,drop `adl',strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:12978,dofile,,do,,***ADL Wallace Summary 0-3***,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:12979,dofile,,do,,*Wave 2 respondent ADL Wallace number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:12981,dofile,,do,,"label variable r`wv'adlwam ""r`wv'adlwam:w2 R Missings in 3 ADL Wallace summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:12983,dofile,,do,,*wave 2 spouse ADL Wallace number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:12986,dofile,,do,,"label variable s`wv'adlwam ""s`wv'adlwam:w2 S Missings in 3 ADL Wallace summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:12994,dofile,,do,,*Wave 2 respondent ADL Wallace Summary 0-3,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13000,dofile,,do,,*wave 2 spouse ADL Wallace Summary 0-3,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13008,dofile,,do,,*ADL total binary indicator / 0-3,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13022,dofile,,do,,"***ADL Wallace 5-item - bathing, dressing, eating, getting in and out of bed, and walk across room",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13023,dofile,,do,,*ADL total number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13025,dofile,,do,,"label variable r`wv'adlam ""r`wv'adlam:w`wv' R Missings in 5 ADL Wallace Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13030,dofile,,do,,"label variable s`wv'adlam ""s`wv'adlam:w`wv' S Missings in 5 ADL Wallace Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13032,dofile,,do,,*ADL 5-item score,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13042,dofile,,do,,*ADL total binary indicator,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13056,dofile,,do,,"***ADL 5-item - bathing, dressing, eating, getting in and out of bed, and using the toilet.",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13057,dofile,,do,,*ADL total number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13059,dofile,,do,,"label variable r`wv'adlfivem ""r`wv'adlfivem:w`wv' R Missings in 5-item ADL Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13064,dofile,,do,,"label variable s`wv'adlfivem ""s`wv'adlfivem:w`wv' S Missings in 5-item ADL Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13066,dofile,,do,,*ADL 5-item score,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13069,dofile,,do,,"label var r`wv'adlfive	""r`wv'adlfive:w`wv' R 5-item ADL Summary/0-5""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13074,dofile,,do,,"label var s`wv'adlfive	""s`wv'adlfive:w`wv' S 5-item ADL Summary/0-5""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13076,dofile,,do,,*ADL total binary indicator,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13090,dofile,,do,,***IADL Summary 0-3***,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13091,dofile,,do,,*Wave 2 respondent IADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13093,dofile,,do,,"label variable r`wv'iadlam ""r`wv'iadlam:w2 R Missings in IADL 0-3 summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13095,dofile,,do,,*wave 2 spouse IADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13098,dofile,,do,,"label variable s`wv'iadlam ""s`wv'iadlam:w2 S Missings in IADL 0-3 summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13100,dofile,,do,,local iadl,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13103,dofile,,do,,local iadl `iadl' `v'_m,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13117,dofile,,do,,*create a binary indicator if any IADL diff,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13131,dofile,,do,,***IADL 4-item Summary*** COMPLETE!!,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13132,dofile,,do,,*respondent IADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13134,dofile,,do,,"label variable r`wv'iadlfourm ""r`wv'iadlfourm:w`wv' R Missings in IADL 0-4 Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13136,dofile,,do,,*spouse IADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13139,dofile,,do,,"label variable s`wv'iadlfourm ""s`wv'iadlfourm:w`wv' S Missings in IADL 0-4 Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13149,dofile,,do,,*create a binary indicator if any IADL diff,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13164,dofile,,do,,drop `iadl',strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13166,dofile,,do,,***IADL Summary 0-5***,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13167,dofile,,do,,*Wave 2 respondent IADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13169,dofile,,do,,"label variable r`wv'iadlzam ""r`wv'iadlzam:w2 R Missings in IADL 0-5 Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13171,dofile,,do,,*wave 2 spouse IADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13174,dofile,,do,,"label variable s`wv'iadlzam ""s`wv'iadlzam:w2 S Missings in IADL 0-5 Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13196,dofile,,do,,*create a binary indicator if any IADL diff,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13210,dofile,,do,,***IADL Summary 1 ALL 0-7*** COMPLETE!!,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13211,dofile,,do,,*respondent IADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13213,dofile,,do,,"label variable r`wv'iadltot1m_s ""r`wv'iadltot1m_s:w`wv' R Missings in 7 item total IADL Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13215,dofile,,do,,*spouse IADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13218,dofile,,do,,"label variable s`wv'iadltot1m_s ""s`wv'iadltot1m_s:w`wv' S Missings in 7 item total IADL Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:13228,dofile,,do,,*create a binary indicator if any IADL diff,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15130,dofile,,do,,***ADL Summary 0-6*** /NEW/,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15131,dofile,,do,,*Wave 4 respondent ADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15133,dofile,,do,,"label variable r`wv'adltotm_s ""r`wv'adltotm_s:w4 Missings in ADL summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15135,dofile,,do,,*wave 4 spouse ADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15138,dofile,,do,,"label variable s`wv'adltotm_s ""s`wv'adltotm_s:w4 Missings in ADL summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15140,dofile,,do,,local adl,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15143,dofile,,do,,local adl `adl' `v'_m,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15146,dofile,,do,,*Wave 4 respondent ADL Summary 0-6,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15152,dofile,,do,,*wave 4 spouse ADL Summary 0-6,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15157,dofile,,do,,*ADL total binary indicator,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15172,dofile,,do,,drop `adl',strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15174,dofile,,do,,***ADL Wallace Summary 0-3***,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15175,dofile,,do,,*Wave 4 respondent ADL Wallace number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15177,dofile,,do,,"label variable r`wv'adlwam ""r`wv'adlwam:w4 R Missings in 3 ADL Wallace summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15179,dofile,,do,,*wave 4 spouse ADL Wallace number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15182,dofile,,do,,"label variable s`wv'adlwam ""s`wv'adlwam:w4 S Missings in 3 ADL Wallace summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15190,dofile,,do,,*Wave 4 respondent ADL Wallace Summary 0-3,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15196,dofile,,do,,*wave 4 spouse ADL Wallace Summary 0-3,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15204,dofile,,do,,*ADL total binary indicator / 0-3,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15218,dofile,,do,,"***ADL Wallace 5-item - bathing, dressing, eating, getting in and out of bed, and walk across room",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15219,dofile,,do,,*ADL total number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15221,dofile,,do,,"label variable r`wv'adlam ""r`wv'adlam:w`wv' R Missings in 5 ADL Wallace Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15226,dofile,,do,,"label variable s`wv'adlam ""s`wv'adlam:w`wv' S Missings in 5 ADL Wallace Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15228,dofile,,do,,*ADL 5-item score,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15238,dofile,,do,,*ADL total binary indicator,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15252,dofile,,do,,"***ADL 5-item - bathing, dressing, eating, getting in and out of bed, and using the toilet.",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15253,dofile,,do,,*ADL total number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15255,dofile,,do,,"label variable r`wv'adlfivem ""r`wv'adlfivem:w`wv' R Missings in 5-item ADL Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15260,dofile,,do,,"label variable s`wv'adlfivem ""s`wv'adlfivem:w`wv' S Missings in 5-item ADL Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15262,dofile,,do,,*ADL 5-item score,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15265,dofile,,do,,"label var r`wv'adlfive	""r`wv'adlfive:w`wv' R 5-item ADL Summary/0-5""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15270,dofile,,do,,"label var s`wv'adlfive	""s`wv'adlfive:w`wv' S 5-item ADL Summary/0-5""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15272,dofile,,do,,*ADL total binary indicator,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15286,dofile,,do,,***IADL Summary 0-3***,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15287,dofile,,do,,*Wave 4 respondent IADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15289,dofile,,do,,"label variable r`wv'iadlam ""r`wv'iadlam:w4 R Missings in IADL 0-3 summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15291,dofile,,do,,*wave 4 spouse IADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15294,dofile,,do,,"label variable s`wv'iadlam ""s`wv'iadlam:w4 S Missings in IADL 0-3 summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15296,dofile,,do,,local iadl,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15299,dofile,,do,,local iadl `iadl' `v'_m,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15313,dofile,,do,,*create a binary indicator if any IADL diff,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15327,dofile,,do,,***IADL 4-item Summary*** COMPLETE!!,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15328,dofile,,do,,*respondent IADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15330,dofile,,do,,"label variable r`wv'iadlfourm ""r`wv'iadlfourm:w`wv' R Missings in IADL 0-4 Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15332,dofile,,do,,*spouse IADL number of missings,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15335,dofile,,do,,"label variable s`wv'iadlfourm ""s`wv'iadlfourm:w`wv' S Missings in IADL 0-4 Summary""",strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15345,dofile,,do,,*create a binary indicator if any IADL diff,strict_adl_iadl,1,,,,0
/mnt/e/Database/七大老年健康数据库数据/7.SHARE 欧洲/SHARE_欧洲/Raw_data/Harmonized SHARE/H_SHARE_long.do:15360,dofile,,do,,drop `iadl',strict_adl_iadl,1,,,,0
